,date,type,year,avg_price,size,nb_sold
43,01-03-2015,conventional,2015,0.87,small,991328.46
44,22-02-2015,conventional,2015,0.82,medium,978807.74
45,15-02-2015,conventional,2015,0.73,medium,1062387.72
46,08-02-2015,conventional,2015,0.7,extra_large,1180723.02
47,01-02-2015,conventional,2015,0.72,small,1280364.01
48,25-01-2015,conventional,2015,0.77,large,983910.94
49,18-01-2015,conventional,2015,0.77,large,1017854.16
50,11-01-2015,conventional,2015,0.78,extra_large,1062071.65
51,04-01-2015,conventional,2015,0.71,extra_large,1062990.62
0,27-12-2015,conventional,2015,1.04,extra_large,123096.09
1,20-12-2015,conventional,2015,1.1,extra_large,116353.68
2,13-12-2015,conventional,2015,1.03,extra_large,125342.89
3,06-12-2015,conventional,2015,0.92,large,145740.44
4,29-11-2015,conventional,2015,1.08,small,108444.41
5,22-11-2015,conventional,2015,1.11,medium,115384.56
6,15-11-2015,conventional,2015,1.08,medium,124218.61
7,08-11-2015,conventional,2015,0.96,medium,147799.55
8,01-11-2015,conventional,2015,1.01,small,147459.62
9,25-10-2015,conventional,2015,1.02,medium,151558.74
10,18-10-2015,conventional,2015,0.97,large,159463.52
11,11-10-2015,conventional,2015,1.1,medium,128848.68
12,04-10-2015,conventional,2015,0.98,medium,139679.01
13,27-09-2015,conventional,2015,1.04,large,139490.52
14,20-09-2015,conventional,2015,0.91,large,185962.59
15,13-09-2015,conventional,2015,0.87,medium,201620.58
16,06-09-2015,conventional,2015,1.11,extra_large,156608.28
17,30-08-2015,conventional,2015,1.17,extra_large,147066.48
18,23-08-2015,conventional,2015,1.22,large,131935.23
19,16-08-2015,conventional,2015,1.14,small,160059.77
20,09-08-2015,conventional,2015,1.2,extra_large,148384.89
21,02-08-2015,conventional,2015,1.21,small,151883.21
22,26-07-2015,conventional,2015,1.22,medium,144476.44
23,19-07-2015,conventional,2015,1.07,large,168164.47
24,12-07-2015,conventional,2015,1.05,medium,161431.59
25,05-07-2015,conventional,2015,1.05,medium,190716.43
26,28-06-2015,conventional,2015,0.95,large,198267.13
27,21-06-2015,conventional,2015,1.03,extra_large,205199.16
28,14-06-2015,conventional,2015,1.15,medium,173545.33
29,07-06-2015,conventional,2015,1.28,large,155730.59
30,31-05-2015,conventional,2015,1.37,extra_large,142817.83
31,24-05-2015,conventional,2015,1.29,small,168797.97
32,17-05-2015,conventional,2015,1.26,small,164076.81
33,10-05-2015,conventional,2015,1.06,extra_large,195532.38
34,03-05-2015,conventional,2015,1.13,small,178889.83
35,26-04-2015,conventional,2015,1.24,small,158499.41
36,19-04-2015,conventional,2015,1.08,small,179103.3
37,12-04-2015,conventional,2015,1.15,large,146422.18
38,05-04-2015,conventional,2015,1.17,medium,151260.15
39,29-03-2015,conventional,2015,1.09,small,161288.59
40,22-03-2015,conventional,2015,1.11,large,160557.81
41,15-03-2015,conventional,2015,1.21,large,140487.57
42,08-03-2015,conventional,2015,1.07,small,160438.38
43,01-03-2015,conventional,2015,1.13,large,169556.49
44,22-02-2015,conventional,2015,1.34,large,127501.04
45,15-02-2015,conventional,2015,1.3,extra_large,121767.82
46,08-02-2015,conventional,2015,0.98,small,158792.02
47,01-02-2015,conventional,2015,0.92,extra_large,245352.56
48,25-01-2015,conventional,2015,1.06,small,149473.79
49,18-01-2015,conventional,2015,1.14,large,149319.82
50,11-01-2015,conventional,2015,1.25,medium,138617.04
51,04-01-2015,conventional,2015,1.02,extra_large,160130.15
0,27-12-2015,conventional,2015,0.99,extra_large,132982.84
1,20-12-2015,conventional,2015,1.19,small,95935.66
2,13-12-2015,conventional,2015,0.96,extra_large,140036.16
3,06-12-2015,conventional,2015,1.19,small,93337.13
4,29-11-2015,conventional,2015,0.96,large,121236.54
5,22-11-2015,conventional,2015,0.98,medium,115300.79
6,15-11-2015,conventional,2015,1.25,extra_large,90999.05
7,08-11-2015,conventional,2015,1.25,medium,94495.69
8,01-11-2015,conventional,2015,0.97,large,162559.72
9,25-10-2015,conventional,2015,1.22,extra_large,98097.37
10,18-10-2015,conventional,2015,1.25,large,92599.79
11,11-10-2015,conventional,2015,0.99,medium,141875.2
12,04-10-2015,conventional,2015,0.99,extra_large,153146.21
13,27-09-2015,conventional,2015,1.27,extra_large,92325.73
14,20-09-2015,conventional,2015,0.99,large,157688.29
15,13-09-2015,conventional,2015,1.24,medium,102870.89
16,06-09-2015,conventional,2015,0.98,medium,179837.71
17,30-08-2015,conventional,2015,1.26,small,116109
18,23-08-2015,conventional,2015,1.25,extra_large,111825.39
19,16-08-2015,conventional,2015,1.25,extra_large,107523.14
20,09-08-2015,conventional,2015,0.99,small,188720.77
21,02-08-2015,conventional,2015,1.24,large,112332.05
22,26-07-2015,conventional,2015,1.25,small,112997.27
23,19-07-2015,conventional,2015,1,small,173741.3
24,12-07-2015,conventional,2015,1.22,extra_large,110964.6
25,05-07-2015,conventional,2015,0.95,small,211960.25
26,28-06-2015,conventional,2015,1.16,extra_large,135739.94
27,21-06-2015,conventional,2015,0.95,extra_large,192111.32
28,14-06-2015,conventional,2015,1.2,extra_large,129526.61
29,07-06-2015,conventional,2015,0.98,medium,190396.8
30,31-05-2015,conventional,2015,1.24,large,128105.43
31,24-05-2015,conventional,2015,1,medium,195410.86
32,17-05-2015,conventional,2015,1.22,small,120930.26
33,10-05-2015,conventional,2015,1.24,medium,125605.25
34,03-05-2015,conventional,2015,0.96,medium,254514.32
35,26-04-2015,conventional,2015,1.21,large,127939.11
36,19-04-2015,conventional,2015,1.17,small,124795.93
37,12-04-2015,conventional,2015,0.99,small,180970.46
38,05-04-2015,conventional,2015,1.1,small,146744.37
39,29-03-2015,conventional,2015,1.2,large,109050.11
40,22-03-2015,conventional,2015,0.96,extra_large,185570.06
41,15-03-2015,conventional,2015,1.27,medium,110128.66
42,08-03-2015,conventional,2015,1.24,small,112487.2
43,01-03-2015,conventional,2015,1.01,small,167254.64
44,22-02-2015,conventional,2015,1.1,extra_large,121048.7
45,15-02-2015,conventional,2015,1.24,medium,105176.25
46,08-02-2015,conventional,2015,1.21,medium,91840.75
47,01-02-2015,conventional,2015,0.92,large,237910.63
48,25-01-2015,conventional,2015,1.2,small,109940.55
49,18-01-2015,conventional,2015,1.27,small,99496.16
50,11-01-2015,conventional,2015,1.2,small,99757.17
51,04-01-2015,conventional,2015,0.97,small,153506.84
0,27-12-2015,conventional,2015,0.83,extra_large,292707.14
1,20-12-2015,conventional,2015,0.96,medium,232294.71
2,13-12-2015,conventional,2015,0.95,medium,216119.35
3,06-12-2015,conventional,2015,0.89,medium,244024.83
4,29-11-2015,conventional,2015,0.95,extra_large,205476.61
5,22-11-2015,conventional,2015,0.98,large,215985.17
6,15-11-2015,conventional,2015,0.95,small,247795.44
7,08-11-2015,conventional,2015,0.92,medium,237248.22
8,01-11-2015,conventional,2015,0.99,extra_large,230414.44
9,25-10-2015,conventional,2015,0.98,extra_large,245167.14
10,18-10-2015,conventional,2015,0.91,small,279364.03
11,11-10-2015,conventional,2015,0.94,large,268709.29
12,04-10-2015,conventional,2015,0.97,large,269072.2
13,27-09-2015,conventional,2015,0.97,medium,272925.76
14,20-09-2015,conventional,2015,0.97,large,284247.2
15,13-09-2015,conventional,2015,0.88,small,346994.49
16,06-09-2015,conventional,2015,1.02,small,311124.27
17,30-08-2015,conventional,2015,1.09,large,284309.17
18,23-08-2015,conventional,2015,1.06,large,261084.13
19,16-08-2015,conventional,2015,0.96,small,314774.36
20,09-08-2015,conventional,2015,0.96,small,353118.24
21,02-08-2015,conventional,2015,1.09,extra_large,272441.01
22,26-07-2015,conventional,2015,1.06,large,272267.5
23,19-07-2015,conventional,2015,1.03,medium,269642.38
24,12-07-2015,conventional,2015,1.02,extra_large,277827.44
25,05-07-2015,conventional,2015,1.05,medium,332735.24
26,28-06-2015,conventional,2015,1.01,extra_large,293408.89
27,21-06-2015,conventional,2015,0.9,small,338638.8
28,14-06-2015,conventional,2015,0.88,large,389599.87
29,07-06-2015,conventional,2015,1.02,large,335693.08
30,31-05-2015,conventional,2015,1.03,medium,285741.48
31,24-05-2015,conventional,2015,0.98,medium,293059.1
32,17-05-2015,conventional,2015,0.95,small,279843.22
33,10-05-2015,conventional,2015,0.98,small,325085.14
34,03-05-2015,conventional,2015,0.94,large,406840.38
35,26-04-2015,conventional,2015,0.88,extra_large,334718.74
36,19-04-2015,conventional,2015,0.82,small,336520.6
37,12-04-2015,conventional,2015,0.76,large,369817.99
38,05-04-2015,conventional,2015,0.81,small,360356.29
39,29-03-2015,conventional,2015,0.84,extra_large,354048.59
40,22-03-2015,conventional,2015,0.9,large,311228.44
41,15-03-2015,conventional,2015,1.07,small,261650.41
42,08-03-2015,conventional,2015,1.01,small,291046.81
43,01-03-2015,conventional,2015,1.05,extra_large,293036.34
44,22-02-2015,conventional,2015,1.16,small,242732.32
45,15-02-2015,conventional,2015,1.12,extra_large,255465.26
46,08-02-2015,conventional,2015,1.01,extra_large,318770.67
47,01-02-2015,conventional,2015,0.94,extra_large,370223.11
48,25-01-2015,conventional,2015,1.06,medium,249509.99
49,18-01-2015,conventional,2015,1.06,extra_large,233186.09
50,11-01-2015,conventional,2015,0.93,extra_large,274481.48
51,04-01-2015,conventional,2015,0.8,extra_large,317861.35
0,27-12-2015,conventional,2015,0.8,extra_large,2326942.14
1,20-12-2015,conventional,2015,0.85,large,2149872.45
2,13-12-2015,conventional,2015,0.74,large,2690296.07
3,06-12-2015,conventional,2015,0.66,medium,3048290.53
4,29-11-2015,conventional,2015,0.83,large,2156008.93
5,22-11-2015,conventional,2015,0.81,small,2268076.38
6,15-11-2015,conventional,2015,0.74,extra_large,2828361.9
7,08-11-2015,conventional,2015,0.84,extra_large,2621078.31
8,01-11-2015,conventional,2015,0.89,medium,2617806.65
9,25-10-2015,conventional,2015,0.95,extra_large,2327634.45
10,18-10-2015,conventional,2015,0.89,medium,2661345.12
11,11-10-2015,conventional,2015,0.92,small,2591981.76
12,04-10-2015,conventional,2015,0.98,small,2278629.09
13,27-09-2015,conventional,2015,0.9,medium,2674658.54
14,20-09-2015,conventional,2015,0.99,medium,2392448.9
15,13-09-2015,conventional,2015,0.98,large,2549512.5
16,06-09-2015,conventional,2015,0.92,extra_large,2983163.34
17,30-08-2015,conventional,2015,0.9,medium,3037663.98
18,23-08-2015,conventional,2015,1.03,small,2604991.25
19,16-08-2015,conventional,2015,0.93,extra_large,2943218.77
20,09-08-2015,conventional,2015,0.94,small,3371114.14
21,02-08-2015,conventional,2015,1,medium,2742211.46
22,26-07-2015,conventional,2015,0.95,extra_large,2893887.74
23,19-07-2015,conventional,2015,1.02,large,2614726.11
24,12-07-2015,conventional,2015,1.03,medium,2652480.7
25,05-07-2015,conventional,2015,0.96,small,3435374.51
26,28-06-2015,conventional,2015,0.94,large,2921148.91
27,21-06-2015,conventional,2015,0.91,extra_large,3040023.34
28,14-06-2015,conventional,2015,0.79,medium,3689140.93
29,07-06-2015,conventional,2015,0.84,large,3261844.41
30,31-05-2015,conventional,2015,0.85,extra_large,3196936.02
31,24-05-2015,conventional,2015,0.97,small,2853904.6
32,17-05-2015,conventional,2015,0.98,medium,2557700.83
33,10-05-2015,conventional,2015,0.78,small,3553642.53
34,03-05-2015,conventional,2015,0.78,small,4015563.02
35,26-04-2015,conventional,2015,1.02,extra_large,2355703.98
36,19-04-2015,conventional,2015,0.93,large,2901188.07
37,12-04-2015,conventional,2015,0.93,small,2799667.4
38,05-04-2015,conventional,2015,1.01,small,2603114.56
39,29-03-2015,conventional,2015,1,large,2566690.28
40,22-03-2015,conventional,2015,1.01,large,2466735.33
41,15-03-2015,conventional,2015,0.94,medium,2690257.2
42,08-03-2015,conventional,2015,0.86,small,2797745.89
43,01-03-2015,conventional,2015,0.75,medium,3094278.93
44,22-02-2015,conventional,2015,0.83,medium,2954705.54
45,15-02-2015,conventional,2015,0.83,extra_large,2926435.94
46,08-02-2015,conventional,2015,0.9,small,2641032.65
47,01-02-2015,conventional,2015,0.74,large,4031949.04
48,25-01-2015,conventional,2015,0.96,medium,2329987.29
49,18-01-2015,conventional,2015,0.89,small,2800679.5
50,11-01-2015,conventional,2015,0.85,small,2713699.6
51,04-01-2015,conventional,2015,0.85,large,2682159.95
0,27-12-2015,conventional,2015,1.04,small,61654.94
1,20-12-2015,conventional,2015,1.05,large,56443.43
2,13-12-2015,conventional,2015,0.91,extra_large,76543.82
3,06-12-2015,conventional,2015,0.83,extra_large,103277.35
4,29-11-2015,conventional,2015,0.97,extra_large,58667.71
5,22-11-2015,conventional,2015,1.01,extra_large,60971.36
6,15-11-2015,conventional,2015,1.04,large,58816.5
7,08-11-2015,conventional,2015,0.93,medium,86929.62
8,01-11-2015,conventional,2015,0.89,large,103768.67
9,25-10-2015,conventional,2015,1.06,large,64602.5
10,18-10-2015,conventional,2015,1.03,small,74092.73
11,11-10-2015,conventional,2015,1.03,small,74536.59
12,04-10-2015,conventional,2015,1.11,small,63157.22
13,27-09-2015,conventional,2015,1.18,small,60980.52
14,20-09-2015,conventional,2015,1.05,extra_large,71064.71
15,13-09-2015,conventional,2015,0.98,extra_large,85919.67
16,06-09-2015,conventional,2015,0.98,large,98154.04
17,30-08-2015,conventional,2015,1.13,extra_large,70164.74
18,23-08-2015,conventional,2015,1.15,medium,65333.2
19,16-08-2015,conventional,2015,1.09,small,78926.9
20,09-08-2015,conventional,2015,1.08,small,83592.89
21,02-08-2015,conventional,2015,0.93,extra_large,91136.65
22,26-07-2015,conventional,2015,0.88,small,99545.41
23,19-07-2015,conventional,2015,1.08,small,77503.36
24,12-07-2015,conventional,2015,1.13,extra_large,72693.94
25,05-07-2015,conventional,2015,1.15,small,81748.59
26,28-06-2015,conventional,2015,1.15,medium,69230.74
27,21-06-2015,conventional,2015,1.17,extra_large,78272.57
28,14-06-2015,conventional,2015,1.07,large,82364.21
29,07-06-2015,conventional,2015,1.01,small,98865.51
30,31-05-2015,conventional,2015,1,medium,92345.33
31,24-05-2015,conventional,2015,1.05,small,79567.66
32,17-05-2015,conventional,2015,1.2,extra_large,73537.14
33,10-05-2015,conventional,2015,1.1,extra_large,85446.43
34,03-05-2015,conventional,2015,1.03,small,95550.51
35,26-04-2015,conventional,2015,1.21,large,65742.4
36,19-04-2015,conventional,2015,1.01,extra_large,95959.08
37,12-04-2015,conventional,2015,0.97,small,88236.19
38,05-04-2015,conventional,2015,1.08,medium,75626.3
39,29-03-2015,conventional,2015,1,large,93802.08
40,22-03-2015,conventional,2015,0.99,extra_large,95101.27
41,15-03-2015,conventional,2015,1.21,small,56870.1
42,08-03-2015,conventional,2015,1.18,large,62728.85
43,01-03-2015,conventional,2015,1.02,extra_large,78626.99
44,22-02-2015,conventional,2015,1.01,large,107443.35
45,15-02-2015,conventional,2015,1.13,small,80537.77
46,08-02-2015,conventional,2015,1,large,87054.02
47,01-02-2015,conventional,2015,0.9,medium,125504.98
48,25-01-2015,conventional,2015,1.02,extra_large,86635.35
49,18-01-2015,conventional,2015,1.06,small,85580.15
50,11-01-2015,conventional,2015,1.05,medium,75129.36
51,04-01-2015,conventional,2015,0.92,large,101162.98
0,27-12-2015,conventional,2015,0.99,extra_large,545064.74
1,20-12-2015,conventional,2015,1.21,large,350533.71
2,13-12-2015,conventional,2015,0.97,small,529317.46
3,06-12-2015,conventional,2015,1.25,extra_large,340513.61
4,29-11-2015,conventional,2015,0.98,extra_large,470218.14
5,22-11-2015,conventional,2015,0.98,extra_large,499396.26
6,15-11-2015,conventional,2015,1.22,medium,368996.48
7,08-11-2015,conventional,2015,1.22,medium,329065.04
8,01-11-2015,conventional,2015,0.98,medium,566030.64
9,25-10-2015,conventional,2015,1.25,small,307072.85
10,18-10-2015,conventional,2015,1.24,medium,333933.98
11,11-10-2015,conventional,2015,1,medium,538384.22
12,04-10-2015,conventional,2015,0.99,large,570367.24
13,27-09-2015,conventional,2015,1.31,medium,318048.12
14,20-09-2015,conventional,2015,0.98,small,559818.31
15,13-09-2015,conventional,2015,1.26,medium,331077.9
16,06-09-2015,conventional,2015,0.98,extra_large,637326.79
17,30-08-2015,conventional,2015,1.24,small,362232.28
18,23-08-2015,conventional,2015,1.24,small,372525.3
19,16-08-2015,conventional,2015,1.24,small,360308.77
20,09-08-2015,conventional,2015,0.97,small,655821.9
21,02-08-2015,conventional,2015,1.22,medium,371660.15
22,26-07-2015,conventional,2015,1.24,medium,379954.31
23,19-07-2015,conventional,2015,0.96,extra_large,626841.5
24,12-07-2015,conventional,2015,1.24,small,402706.71
25,05-07-2015,conventional,2015,0.98,large,718152.22
26,28-06-2015,conventional,2015,1.21,small,443970.6
27,21-06-2015,conventional,2015,0.96,extra_large,669409.29
28,14-06-2015,conventional,2015,1.26,small,437896.64
29,07-06-2015,conventional,2015,0.99,extra_large,683877.72
30,31-05-2015,conventional,2015,1.27,medium,419158.75
31,24-05-2015,conventional,2015,1.01,large,757305.14
32,17-05-2015,conventional,2015,1.24,large,450603.36
33,10-05-2015,conventional,2015,1.28,extra_large,435547.13
34,03-05-2015,conventional,2015,0.98,large,917424.76
35,26-04-2015,conventional,2015,1.25,large,476017.06
36,19-04-2015,conventional,2015,1.23,extra_large,434025.46
37,12-04-2015,conventional,2015,1,extra_large,692569.85
38,05-04-2015,conventional,2015,1.11,extra_large,510738.88
39,29-03-2015,conventional,2015,1.25,small,370065.74
40,22-03-2015,conventional,2015,0.97,small,642934.25
41,15-03-2015,conventional,2015,1.33,small,371716.28
42,08-03-2015,conventional,2015,1.3,extra_large,356311.66
43,01-03-2015,conventional,2015,1.01,large,647014.16
44,22-02-2015,conventional,2015,1.24,medium,369819.98
45,15-02-2015,conventional,2015,1.29,medium,353520.71
46,08-02-2015,conventional,2015,1.25,small,348210.5
47,01-02-2015,conventional,2015,0.95,medium,753300.79
48,25-01-2015,conventional,2015,1.27,large,398055.71
49,18-01-2015,conventional,2015,1.3,extra_large,405138.19
50,11-01-2015,conventional,2015,1.28,large,342796.99
51,04-01-2015,conventional,2015,0.97,large,540234.22
0,27-12-2015,conventional,2015,1.05,extra_large,2065131.33
1,20-12-2015,conventional,2015,1.05,small,2044020.93
2,13-12-2015,conventional,2015,1.03,large,2193142.82
3,06-12-2015,conventional,2015,1,small,2233138.01
4,29-11-2015,conventional,2015,1.05,extra_large,1845443.13
5,22-11-2015,conventional,2015,1.06,small,1903245
6,15-11-2015,conventional,2015,1.02,extra_large,2355839.19
7,08-11-2015,conventional,2015,1.04,small,2503008.26
8,01-11-2015,conventional,2015,1.08,extra_large,2511760.36
9,25-10-2015,conventional,2015,1.13,extra_large,2188485.29
10,18-10-2015,conventional,2015,1.05,extra_large,2783170.15
11,11-10-2015,conventional,2015,1.13,medium,2329757.67
12,04-10-2015,conventional,2015,1.18,medium,2233935.94
13,27-09-2015,conventional,2015,1.11,large,2390611.02
14,20-09-2015,conventional,2015,1.13,medium,2447264.74
15,13-09-2015,conventional,2015,1.09,large,2814803.06
16,06-09-2015,conventional,2015,1.08,medium,3013825.75
17,30-08-2015,conventional,2015,1.18,medium,2535192.78
18,23-08-2015,conventional,2015,1.12,extra_large,2765838.1
19,16-08-2015,conventional,2015,1.14,large,2823405.23
20,09-08-2015,conventional,2015,1.15,small,2710710.15
21,02-08-2015,conventional,2015,1.14,small,2752081.97
22,26-07-2015,conventional,2015,1.15,medium,2664424.22
23,19-07-2015,conventional,2015,1.14,medium,2751192.77
24,12-07-2015,conventional,2015,1.13,extra_large,2783554.82
25,05-07-2015,conventional,2015,1.13,medium,3183419.6
26,28-06-2015,conventional,2015,1.14,extra_large,2835630.41
27,21-06-2015,conventional,2015,1.13,large,2979417.82
28,14-06-2015,conventional,2015,1.09,medium,3173051.42
29,07-06-2015,conventional,2015,1.14,medium,2918298.91
30,31-05-2015,conventional,2015,1.14,large,3039403.06
31,24-05-2015,conventional,2015,1.14,extra_large,3119050.91
32,17-05-2015,conventional,2015,1.18,small,2817008.33
33,10-05-2015,conventional,2015,1.17,large,2956859.19
34,03-05-2015,conventional,2015,1.07,small,3410467.52
35,26-04-2015,conventional,2015,1.2,large,2699614.5
36,19-04-2015,conventional,2015,1.18,medium,2711008.32
37,12-04-2015,conventional,2015,1.13,large,2829416.58
38,05-04-2015,conventional,2015,1.19,large,2519677.31
39,29-03-2015,conventional,2015,1.18,large,2523110.39
40,22-03-2015,conventional,2015,1.11,extra_large,2779012.66
41,15-03-2015,conventional,2015,1.19,extra_large,2462108.11
42,08-03-2015,conventional,2015,1.21,large,2297509.11
43,01-03-2015,conventional,2015,1.14,medium,2538981.6
44,22-02-2015,conventional,2015,1.1,extra_large,2720346.71
45,15-02-2015,conventional,2015,1.17,small,2420829.45
46,08-02-2015,conventional,2015,1.06,large,2734006.98
47,01-02-2015,conventional,2015,0.99,medium,3668037.65
48,25-01-2015,conventional,2015,1.15,extra_large,2480820.72
49,18-01-2015,conventional,2015,1.19,extra_large,2330829.2
50,11-01-2015,conventional,2015,1.17,medium,2335986.11
51,04-01-2015,conventional,2015,1.1,small,2578275.12
0,27-12-2015,conventional,2015,0.96,medium,123669.89
1,20-12-2015,conventional,2015,0.99,small,127373.56
2,13-12-2015,conventional,2015,0.91,medium,153425.94
3,06-12-2015,conventional,2015,1,extra_large,130989.23
4,29-11-2015,conventional,2015,0.95,large,119919.67
5,22-11-2015,conventional,2015,0.96,medium,127165.59
6,15-11-2015,conventional,2015,1.04,extra_large,124671.4
7,08-11-2015,conventional,2015,1.03,large,135506.08
8,01-11-2015,conventional,2015,0.94,medium,159318.32
9,25-10-2015,conventional,2015,0.91,extra_large,148660.26
10,18-10-2015,conventional,2015,0.91,large,182647.96
11,11-10-2015,conventional,2015,0.96,large,167655.6
12,04-10-2015,conventional,2015,0.96,medium,157490.03
13,27-09-2015,conventional,2015,1.04,extra_large,160547.52
14,20-09-2015,conventional,2015,0.95,medium,197649.58
15,13-09-2015,conventional,2015,1.05,extra_large,154621.8
16,06-09-2015,conventional,2015,0.97,extra_large,175977.6
17,30-08-2015,conventional,2015,1.09,small,142153.55
18,23-08-2015,conventional,2015,0.97,small,171575.35
19,16-08-2015,conventional,2015,0.96,medium,187310.28
20,09-08-2015,conventional,2015,0.98,large,176410.4
21,02-08-2015,conventional,2015,1.08,small,151807.11
22,26-07-2015,conventional,2015,1.07,extra_large,149262.89
23,19-07-2015,conventional,2015,0.98,large,186258.97
24,12-07-2015,conventional,2015,1.09,medium,152991.78
25,05-07-2015,conventional,2015,0.97,small,201797.82
26,28-06-2015,conventional,2015,1.06,large,159981.66
27,21-06-2015,conventional,2015,0.96,large,188762.81
28,14-06-2015,conventional,2015,1.03,small,172302.47
29,07-06-2015,conventional,2015,0.96,extra_large,189470.19
30,31-05-2015,conventional,2015,1.04,medium,166214.14
31,24-05-2015,conventional,2015,0.98,medium,194990.71
32,17-05-2015,conventional,2015,1.07,small,149400.13
33,10-05-2015,conventional,2015,1.07,extra_large,165726.92
34,03-05-2015,conventional,2015,0.98,medium,222813
35,26-04-2015,conventional,2015,1.08,extra_large,166556.79
36,19-04-2015,conventional,2015,1.11,small,140649.3
37,12-04-2015,conventional,2015,1,large,158490.37
38,05-04-2015,conventional,2015,1.06,extra_large,155074.03
39,29-03-2015,conventional,2015,1.07,medium,151301.45
40,22-03-2015,conventional,2015,1.01,large,173980.22
41,15-03-2015,conventional,2015,1.08,medium,131053.65
42,08-03-2015,conventional,2015,1.08,medium,149239.4
43,01-03-2015,conventional,2015,0.99,small,169423.5
44,22-02-2015,conventional,2015,1.05,extra_large,148164.2
45,15-02-2015,conventional,2015,1.03,medium,153852.03
46,08-02-2015,conventional,2015,0.94,large,171749.31
47,01-02-2015,conventional,2015,0.94,medium,221471.45
48,25-01-2015,conventional,2015,1.07,medium,140855.47
49,18-01-2015,conventional,2015,1.08,small,143464.64
50,11-01-2015,conventional,2015,1.07,large,149832.2
51,04-01-2015,conventional,2015,1,large,162162.75
0,27-12-2015,conventional,2015,0.91,medium,187664.29
1,20-12-2015,conventional,2015,0.92,medium,191937.02
2,13-12-2015,conventional,2015,0.86,medium,204217.2
3,06-12-2015,conventional,2015,0.94,large,185395.2
4,29-11-2015,conventional,2015,0.9,extra_large,175833.54
5,22-11-2015,conventional,2015,0.94,medium,192074.98
6,15-11-2015,conventional,2015,0.98,extra_large,195780.23
7,08-11-2015,conventional,2015,0.96,medium,197713.69
8,01-11-2015,conventional,2015,0.97,extra_large,204738.15
9,25-10-2015,conventional,2015,1.01,medium,191180.56
10,18-10-2015,conventional,2015,1.02,extra_large,206563.03
11,11-10-2015,conventional,2015,1,extra_large,217777.46
12,04-10-2015,conventional,2015,1,extra_large,222488.23
13,27-09-2015,conventional,2015,1.06,extra_large,199908.44
14,20-09-2015,conventional,2015,1,extra_large,224017.47
15,13-09-2015,conventional,2015,1.02,extra_large,219776.27
16,06-09-2015,conventional,2015,0.99,medium,248354.52
17,30-08-2015,conventional,2015,1.03,small,234307.92
18,23-08-2015,conventional,2015,1.04,small,240560.86
19,16-08-2015,conventional,2015,1.04,extra_large,253158.7
20,09-08-2015,conventional,2015,1,small,272464.74
21,02-08-2015,conventional,2015,1.04,small,248670.72
22,26-07-2015,conventional,2015,1.03,small,258960.17
23,19-07-2015,conventional,2015,0.98,small,258559.32
24,12-07-2015,conventional,2015,1.05,extra_large,239908.64
25,05-07-2015,conventional,2015,1.01,medium,297481.36
26,28-06-2015,conventional,2015,1.03,extra_large,261199.27
27,21-06-2015,conventional,2015,0.93,medium,293734.93
28,14-06-2015,conventional,2015,1.02,large,262250.02
29,07-06-2015,conventional,2015,0.99,large,288859.92
30,31-05-2015,conventional,2015,1.04,large,245293.53
31,24-05-2015,conventional,2015,1.03,extra_large,265237.17
32,17-05-2015,conventional,2015,0.96,extra_large,257403.43
33,10-05-2015,conventional,2015,1.05,medium,256291.77
34,03-05-2015,conventional,2015,0.93,medium,308655.6
35,26-04-2015,conventional,2015,0.96,small,265739.79
36,19-04-2015,conventional,2015,0.93,extra_large,263486.63
37,12-04-2015,conventional,2015,0.97,medium,235709.99
38,05-04-2015,conventional,2015,0.99,extra_large,237821.61
39,29-03-2015,conventional,2015,0.97,extra_large,237188.41
40,22-03-2015,conventional,2015,0.9,extra_large,282494.07
41,15-03-2015,conventional,2015,1.09,small,233696.32
42,08-03-2015,conventional,2015,1.06,medium,248273.79
43,01-03-2015,conventional,2015,1.08,large,224752.17
44,22-02-2015,conventional,2015,0.92,large,256174.52
45,15-02-2015,conventional,2015,1.02,medium,230069.01
46,08-02-2015,conventional,2015,0.93,large,242065.29
47,01-02-2015,conventional,2015,0.81,medium,367711.87
48,25-01-2015,conventional,2015,0.94,small,271448.06
49,18-01-2015,conventional,2015,1.03,small,267666.12
50,11-01-2015,conventional,2015,0.97,medium,239232.35
51,04-01-2015,conventional,2015,0.94,extra_large,222751.51
0,27-12-2015,conventional,2015,1.17,large,1129876.05
1,20-12-2015,conventional,2015,1.23,extra_large,1139347.98
2,13-12-2015,conventional,2015,1.12,large,1254805.29
3,06-12-2015,conventional,2015,1.2,medium,1068971.54
4,29-11-2015,conventional,2015,1.16,extra_large,999169.64
5,22-11-2015,conventional,2015,1.14,extra_large,1111803.12
6,15-11-2015,conventional,2015,1.04,medium,1357393.34
7,08-11-2015,conventional,2015,1.13,extra_large,1406262.16
8,01-11-2015,conventional,2015,1.06,medium,2180520.22
9,25-10-2015,conventional,2015,1.23,small,1048045.86
10,18-10-2015,conventional,2015,0.97,medium,1856337.85
11,11-10-2015,conventional,2015,1.28,small,1099283.22
12,04-10-2015,conventional,2015,1.26,extra_large,1342963.26
13,27-09-2015,conventional,2015,1.16,medium,1201066.41
14,20-09-2015,conventional,2015,1.18,small,1192210.54
15,13-09-2015,conventional,2015,1.16,medium,1479334.84
16,06-09-2015,conventional,2015,1.22,medium,1340925.56
